股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code
688069.SH,德林海,39.0,专精特新;数字孪生;人工智能;光伏概念;储能;水利;氢能源;碳中和;碳交易;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,7.5862069,1.3845743E8,8165204.599999998,7.438016528925628,10,4407000000.0,3638080,25744296.2,17579091.6,35,39.4,35,39.0,12.137931,17,688069
301595.SZ,太力科技,44.62,专精特新;商业航天;智能家居;露营经济;注册制次新股;跨境电商;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.20208664,5.7317136E7,2070296.0,-1.7180616740088133,8,1087077060.0,1285400,6235808.0,4165512.0,44.84,44.99,44.14,44.62,1.927874,33,301595
301585.SZ,蓝宇股份,30.46,专精特新;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-1.39203626,3.48581159E7,1153055.0,6.952247191011238,2,2074598038.26,1141404,2307054.0,1153999.0,30.75,31,30.28,30.46,2.330851,33,301585
301125.SZ,腾亚精工,23.18,专精特新;人民币贬值受益;中俄贸易概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.56399132,4.97436618E7,480894.0,-4.4911413267408316,4,2912831715.6,2142040,2867448.0,2386554.0,23.1,23.42,23.02,23.18,1.735357,33,301125
603339.SH,四方科技,13.67,专精特新;人民币贬值受益;海工装备;冷链物流;数据中心;液冷服务器;装配式建筑;预制菜,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.58866814,2.9590581E7,807418.0,-1.2283236994219648,8,4230060862.25,2174806,1480092.0,672674.0,13.5,13.71,13.43,13.67,2.060338,17,603339
300800.SZ,力合科技,12.81,专精特新;PM2.5;人工智能;工业互联网;水利;污水处理;数字孪生;华为概念;数字乡村;雄安新区;乡村振兴;AI智能体;AI应用;国产操作系统;一带一路;碳中和,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.50554675,6.82052746E7,1047.5,5.780346820809258,16,3001466265.0,5335100,3945255.5,3944208.0,12.66,12.95,12.58,12.81,2.931854,33,300800
688659.SH,元琛科技,11.53,专精特新;PET铜箔;人工智能;碳中和;AI应用;氢能源;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,2.48888889,7.5936056E7,4630765.69,18.621399176954718,7,1844800000.0,6591945,5953029.2,1322263.51,11.11,11.74,11.11,11.53,5.6,17,688659
301448.SZ,开创电气,39.35,专精特新;跨境电商;人民币贬值受益;锂电池概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.73216132,2.9209481E7,1297951.0,1.5483870967741973,5,1899916375.0,747570,1991987.0,694036.0,38.76,39.54,38.44,39.35,2.843846,33,301448
300845.SZ,捷安高科,13.73,专精特新;军工;虚拟现实;军民融合;军工信息化;车联网(车路协同);高铁;机器视觉;职业教育;大飞机;航空发动机;人工智能;数字孪生;元宇宙;一带一路,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.65982405,1.10351459E8,1749990.3000000007,0.9558823529411823,15,1974125445.81,8109222,12256562.0,10506571.7,13.6,13.82,13.27,13.73,4.032258,33,300845
688057.SH,金达莱,12.47,专精特新;机器人概念;污水处理;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,1.13544201,2.1901982E7,2159545.4,1.5472312703583169,4,3441720000.0,1759320,2159545.4,0.0,12.25,12.57,12.2,12.47,3.000811,17,688057
301010.SZ,晶雪节能,22.12,专精特新;建筑节能;特斯拉概念;冰雪产业;数据中心;冷链物流;碳中和;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.14311843,3.9680394E7,830876.0,8.644400785854625,8,2388960000.0,1788700,2790488.0,1959612.0,21.98,22.39,21.95,22.12,2.011888,33,301010
001279.SZ,强邦新材,30.46,专精特新;固态电池;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.82754055,1.8791475E7,1686177.0,-2.8079132099553252,4,1218400000.0,615890,1686177.0,0.0,30.21,30.7,30.21,30.46,1.621979,33,001279
603330.SH,天洋新材,7.4,专精特新;光伏概念;POE胶膜;比亚迪概念;消费电子概念;华为概念;股权转让(并购重组);融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0,5.338658E7,181018.0,2.2099447513812174,8,3201785002.6,7193920,3736748.0,3555730.0,7.4,7.52,7.32,7.4,2.702702,17,603330
603391.SH,力聚热能,60.59,专精特新;工业互联网;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-4.2055336,1.06555813E8,2389907.0,-4.023443687628701,3,1378422500.0,1760534,13986344.0,11596437.0,59,62.99,59,60.59,6.3083,17,603391
300897.SZ,山科智能,26.54,专精特新;传感器;净水概念;污水处理;工业互联网;物联网;华为概念;地下管网;水利;智慧城市;DeepSeek概念;数据要素;股权转让(并购重组);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.1948402,3.8593269E7,1958334.0,0.11316484345529076,14,2326374581.4,1464467,3170806.0,1212472.0,25.87,26.77,25.8,26.54,3.735078,33,300897
688690.SH,纳微科技,32.62,专精特新;2025年报预增;减肥药;食品安全;2026一季报预增;融资融券;沪股通,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,-0.79075426,4.05611469E8,13867649.0,-2.1008403361344623,7,13172437634.3,1.2439312E7,75034588.0,61166939.0,32.94,33.48,32.1,32.62,4.19708,17,688690
688309.SH,恒誉环保,70.49,专精特新;2025年报预增;高端装备;医疗废物处理;固废处理;人民币贬值受益;碳中和;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,4.25972489,1.45116042E8,4705600.300000001,7.225433526011561,8,5596995451.81,2072126,24197765.8,19492165.5,68.21,70.98,67.61,70.49,4.984469,17,688309
603725.SH,天安新材,9.81,装配式建筑;长安汽车概念;比亚迪概念;新能源汽车;创投;专精特新;机器人概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0,4.0484318E7,4684022.0,1.4477766287487133,7,2812111840.8,4140020,5832737.0,1148715.0,9.81,9.9,9.66,9.81,2.446483,17,603725
002593.SZ,日上集团,5.38,装配式建筑;新型城镇化;中俄贸易概念;海峡两岸;福建自贸区;一带一路;机器人概念;比亚迪概念;2025年报预增,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.9380863,7.2377843E7,1613297.0,5.905511811023619,9,3015513290.02,1.34443E7,6870721.0,5257424.0,5.31,5.43,5.31,5.38,2.251407,33,002593
002949.SZ,华阳国际,14.39,装配式建筑;新型城镇化;粤港澳大湾区;数字经济;一带一路;人工智能;文化传媒概念;低空经济;百度概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0,5.0513848E7,659866.0,1.9121813031161572,9,2185636129.57,3509800,1581181.0,921315.0,14.4,14.56,14.22,14.39,2.362751,33,002949
300823.SZ,建科智能,18.81,装配式建筑;新型城镇化;雄安新区;中俄贸易概念;水利;新型工业化;专精特新;高铁;一带一路;机器人概念;高端装备;核电,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.37353255,1.79102388E8,1649793.0,16.18282890673253,12,1594889103.06,9601035,7747741.0,6097948.0,18.61,18.85,18.22,18.81,3.361792,33,300823
000926.SZ,福星股份,2.13,装配式建筑;新型城镇化;碳交易;碳中和;文化传媒概念;华为概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,2.89855072,9.35788105E7,7619292.499999998,9.230769230769226,7,3350935478.85,4.4464887E7,22227961.9,14608669.4,2.08,2.14,2.05,2.13,4.347826,33,000926
002135.SZ,东南网架,8.51,装配式建筑;新型城镇化;PPP概念;雄安新区;体育产业;养老概念;一带一路;光伏建筑一体化;乡村振兴;储能;绿色电力;光伏概念;可控核聚变;低空经济;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,8.1321474,5.17867154E8,53019444.0,15.78231292517007,16,8883341205.82,6.3117111E7,113641381.0,60621937.0,7.87,8.6,7.8,8.51,10.165184,33,002135
300621.SZ,维业股份,9.09,装配式建筑;新型城镇化;建筑节能;雄安新区;粤港澳大湾区;横琴新区;光伏建筑一体化;华为概念;国企改革;风电,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.33779264,5.4880836E7,1214628.0,8.085612366230674,10,1840988728.17,6057350,4872859.0,3658231.0,9.02,9.3,8.97,9.09,3.678929,33,300621
002375.SZ,亚厦股份,4.18,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;高铁;智能家居;智慧城市;人工智能;工业互联网;3D打印;百度概念;华为概念;腾讯概念;虚拟现实;安防;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.48076923,7.34859269E7,1546451.0,-1.4150943396226532,17,5563565206.98,1.7656855E7,12625067.0,11078616.0,4.15,4.21,4.08,4.18,3.125,33,002375
300675.SZ,建科院,16.48,装配式建筑;新型城镇化;房屋检测;建筑节能;雄安新区;乡村振兴;职业教育;水利;粤港澳大湾区;深圳国企改革;智慧城市;碳中和;光伏建筑一体化;一带一路;数据要素;区块链;国企改革;数据中心;智能电网;虚拟电厂,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.35301353,4.967524E7,382047.0,7.501630789302024,20,2417067216.0,3019800,2582340.0,2200293.0,16.26,16.58,16.13,16.48,2.767527,33,300675
002761.SZ,浙江建投,8.37,装配式建筑;PPP概念;新型城镇化;国企改革;固废处理;雅下水电概念;建筑节能;乡村振兴;污水处理;土壤修复;水利;共同富裕示范区;一带一路;智慧城市;DeepSeek概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.35971223,1.02671956E8,2909273.0,3.4610630407910925,17,9054573218.55,1.2276142E7,10425409.0,7516136.0,8.31,8.44,8.28,8.37,1.918465,33,002761
003013.SZ,地铁设计,13.75,装配式建筑;PPP概念;地下管网;新型城镇化;雄安新区;乡村振兴;国企改革;水利;一带一路;粤港澳大湾区;智慧城市;数字经济;人工智能;物联网;数字孪生;腾讯概念;时空大数据;低空经济;无人机;数据中心;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.14566642,2.3397414E7,3548340.0,2.4590163934426235,21,5499272460.0,1705000,3863100.0,314760.0,13.67,13.78,13.67,13.75,0.801165,33,003013
600846.SH,同济科技,12.76,装配式建筑;垃圾分类;房屋检测;污水处理;建筑节能;PPP概念;雄安新区;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-2.29709035,8.1935009E7,522049.0,2.903225806451608,10,7971956944.16,6438302,3034159.0,2512110.0,12.93,13,12.57,12.76,3.292496,17,600846
002084.SZ,海鸥住工,3.86,装配式建筑;空气能热泵;智能物流;人民币贬值受益;回购增持再贷款概念;一带一路;智能家居;海峡两岸;物联网;3D打印,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0,4.64848716E7,664964.0,4.891304347826079,10,2487929309.92,1.1995289E7,5094084.0,4429120.0,3.89,3.92,3.83,3.86,2.331606,33,002084
301024.SZ,霍普股份,41.25,装配式建筑;建筑节能;新型城镇化;职业教育;上海自贸区;光伏建筑一体化;区块链;风电;储能;光伏概念;数据中心;蚂蚁集团概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.408143,4.11687193E7,1744049.0,2.484472049689441,13,2539350000.0,1003388,2582320.0,838271.0,41.3,41.47,40.49,41.25,2.432969,33,301024
605122.SH,四方新材,14.72,装配式建筑;建筑节能;水泥概念;西部大开发,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,6.51230101,1.55808203E8,4838488.6,8.155767817781053,4,2537050880.0,1.0566678E7,7949961.6,3111473.0,14.01,15.18,14.01,14.72,8.465991,17,605122
002482.SZ,广田集团,1.71,装配式建筑;建筑节能;光伏建筑一体化;新型城镇化;深圳国企改革;国企改革;粤港澳大湾区;智能家居;DeepSeek概念;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.58823529,1.32394665E8,730988.0,2.3952095808383254,10,6401743759.71,7.7244082E7,41170369.0,40439381.0,1.7,1.73,1.69,1.71,2.352941,33,002482
301167.SZ,建研设计,17.72,装配式建筑;房屋检测;新型城镇化;建筑节能;地下管网;智慧城市;乡村振兴;换电概念;光伏建筑一体化;充电桩;国企改革;储能;可控核聚变;虚拟电厂;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.72215844,4.80508555E7,1859923.6,7.1990320629158955,15,1257458530.12,2729574,3089556.6,1229633.0,17.44,17.77,17.34,17.72,2.468427,33,301167
